id,default,seniority,home,age,marital,job,expenses,income,assets,debt,amount,savings
2192,1,7,rent,38,married,freelance,90,130,0,0,1370,1.75182
2193,0,1,parents,30,single,fixed,35,113,0,0,930,5.03226
2194,1,1,owner,33,married,freelance,60,198,3000,0,1800,3.68
2195,1,0,ignore,37,married,fixed,60,80,18000,0,900,1.06667
2196,0,7,rent,60,married,fixed,68,77,4000,0,800,0.675
2197,0,8,rent,26,married,freelance,82,219,0,0,1400,4.69714
2198,0,1,owner,42,separated,freelance,75,310,3500,0,1300,8.67692
2199,0,20,rent,45,married,freelance,93,175,1500,0,1500,3.28
2200,1,5,owner,28,married,freelance,75,321,21500,0,2000,7.38
2201,0,18,owner,35,married,fixed,75,179,7000,3200,1000,4.32
2202,0,4,parents,28,divorced,fixed,35,185,0,0,1500,6
2203,0,14,owner,29,married,fixed,60,210,8000,2500,1100,6.81818
2204,0,0,rent,25,married,fixed,53,77,0,0,870,1.65517
2205,0,30,owner,52,married,freelance,45,33,3000,0,600,-0.72
2206,1,0,rent,36,married,partime,82,70,3500,0,500,-0.864
2207,1,1,parents,23,married,partime,45,83,0,0,1140,2
2208,1,10,owner,40,married,freelance,90,17,9000,0,450,-5.84
2209,0,2,owner,20,single,fixed,45,176,5000,0,700,4.49143
2210,0,1,parents,23,single,fixed,35,65,0,0,400,3.6
2211,0,1,rent,35,married,partime,83,76,10000,0,1000,-0.42
2212,0,19,ignore,43,married,fixed,75,110,2000,300,700,1.64571
2213,1,8,rent,58,married,fixed,60,84,0,0,1400,1.02857
2214,0,0,owner,33,separated,fixed,35,170,3000,0,600,5.4
2215,1,5,other,42,married,fixed,75,95,0,0,1000,1.2
2216,1,2,owner,43,married,partime,60,95,4000,1300,700,1.50857
2217,1,0,rent,24,single,partime,39,40,0,0,300,0.06
2218,0,12,owner,34,married,fixed,75,165,5000,1500,1600,2.8125
2219,1,1,owner,46,married,fixed,75,50,2000,0,750,-2
2220,0,14,owner,45,married,fixed,60,164,4000,0,1050,5.94286
2221,0,2,parents,25,married,freelance,60,150,0,0,1000,4.32
2222,1,1,parents,26,single,partime,35,26,0,0,190,-0.568421
2223,1,1,other,20,single,fixed,35,90,0,0,450,3.66667
2224,0,3,owner,30,married,fixed,45,200,10000,2969,1650,4.55673
2225,0,1,rent,35,widow,fixed,45,100,0,0,1250,2.64
2226,0,22,parents,38,married,fixed,75,110,2000,0,780,1.61538
2227,0,30,owner,59,married,fixed,45,150,4000,0,660,7.63636
2228,1,2,other,37,married,freelance,60,134,0,0,1000,1.776
2229,0,1,parents,40,married,fixed,75,121,0,0,1320,1.67273
2230,0,5,rent,34,divorced,freelance,57,120,9000,0,950,3.18316
2231,0,17,owner,57,married,fixed,60,106,4000,0,870,3.17241
2232,0,14,other,46,married,fixed,60,100,148,1,800,2.3994
2233,0,3,rent,23,married,partime,53,79,0,0,600,1.56
2234,0,1,rent,34,single,fixed,45,98,6000,800,900,2.4
2235,0,17,owner,38,married,freelance,75,134,19000,800,700,2.62286
2236,0,35,owner,52,married,freelance,45,90,14000,0,2900,0.931035
2237,0,1,parents,22,single,fixed,35,210,0,0,1575,5.33333
2238,0,12,owner,27,married,fixed,60,160,2500,270,1400,4.17
2239,0,2,owner,27,married,fixed,45,120,5000,400,1000,4.26
2240,0,7,other,26,married,fixed,45,211,0,0,1400,7.11429
2241,1,17,owner,46,married,fixed,75,80,3000,0,900,0.333333
2242,0,1,other,23,single,partime,35,70,0,0,1050,2
2243,0,3,owner,60,married,others,45,67,10000,0,1000,1.32
2244,0,7,parents,27,married,freelance,45,71,0,0,1500,1.04
2245,0,13,rent,36,married,fixed,84,92,0,0,1200,0.4
2246,0,15,parents,46,married,fixed,60,158,0,0,1000,2.352
2247,0,0,owner,65,married,others,60,115,3500,0,200,3.3
2248,1,0,rent,30,married,partime,83,80,0,0,500,-0.144
2249,0,5,rent,37,married,fixed,93,176,0,0,1800,2.76667
2250,0,10,owner,56,married,freelance,90,321,26000,0,975,8.52923
2251,0,7,owner,24,married,fixed,60,112,3500,0,1100,1.70182
2252,0,2,parents,20,single,freelance,45,134,0,0,1000,3.204
2253,1,0,rent,28,married,fixed,53,75,0,0,1100,1.2
2254,0,10,owner,50,married,freelance,60,100,4000,0,700,1.37143
2255,0,2,rent,31,single,fixed,43,75,0,0,800,1.92
2256,0,12,owner,51,married,fixed,60,80,10000,0,1600,0.6
2257,0,2,rent,30,married,fixed,92,170,0,0,1300,3.6
2258,0,20,other,62,married,others,75,140,0,0,1300,3
2259,1,0,owner,38,married,partime,75,120,3500,0,1500,1.8
2260,0,12,owner,50,married,fixed,60,100,8000,0,1050,2.28571
2261,0,15,owner,44,married,fixed,60,200,3500,200,800,8.28
2262,1,0,rent,41,married,fixed,95,50,7000,4000,1600,-3.1875
2263,1,20,priv,40,married,fixed,75,83,3000,0,1300,0.369231
2264,0,5,owner,37,married,freelance,75,75,12000,0,900,0
2265,0,18,other,50,married,freelance,75,62,5000,0,1700,-0.367059
2266,0,6,parents,24,separated,fixed,45,220,3000,0,1600,6.5625
2267,0,5,owner,46,married,freelance,60,100,4000,0,1100,1.30909
2268,0,11,rent,26,single,fixed,59,137,2500,0,350,5.34857
2269,0,1,rent,27,single,fixed,45,97,0,0,850,2.93647
2270,0,22,owner,46,married,fixed,60,100,10500,0,900,1.06667
2271,0,2,priv,34,married,fixed,90,170,6000,0,1280,3
2272,1,6,owner,42,married,fixed,105,151,48000,0,1635,1.01284
2273,1,0,owner,21,single,partime,35,115,2000,0,700,4.11429
2274,0,15,other,60,married,fixed,60,153,0,0,450,9.92
2275,1,0,other,42,married,fixed,165,299,0,0,1300,6.18462
2276,0,14,rent,46,married,freelance,67,67,0,0,1500,0
2277,1,6,other,23,single,fixed,35,135,0,0,250,9.6
2278,0,5,rent,29,married,fixed,78,177,4000,0,700,6.78857
2279,1,2,parents,28,separated,freelance,35,140,0,0,1000,5.04
2280,0,14,rent,43,married,fixed,54,85,2000,0,500,2.976
2281,0,26,owner,42,married,fixed,60,95,6500,0,1180,1.42373
2282,0,0,parents,32,single,fixed,35,119,3000,0,1000,3.024
2283,0,29,owner,53,married,fixed,45,145,27000,0,500,2.4
2284,0,4,rent,28,single,fixed,45,100,0,0,750,3.52
2285,0,4,owner,55,married,freelance,90,200,4500,0,800,3.3
2286,0,20,owner,59,married,freelance,60,159,19,0,500,1.188
2287,1,8,owner,40,married,fixed,75,96,4000,1700,2050,0.117073
2288,0,1,other,20,single,fixed,35,85,0,0,850,3.52941
2289,1,20,owner,44,married,freelance,75,60,3000,0,1500,-0.6
2290,1,5,owner,39,married,freelance,90,152,6000,0,1250,2.976
2291,0,15,owner,55,married,freelance,75,70,14000,600,600,-0.66
2292,0,2,rent,31,single,others,35,89,0,0,525,3.70286
2293,0,7,owner,33,married,freelance,75,138,4000,0,1400,2.7
2294,0,10,owner,41,married,fixed,75,187,2500,0,1150,5.84348
2295,0,21,other,45,widow,fixed,45,110,0,0,650,6
2296,1,2,rent,38,married,partime,90,148,0,0,300,3.48
2297,0,0,owner,41,married,fixed,75,89,5500,0,1000,0.504
2298,0,12,rent,36,married,fixed,56,106,0,0,1200,2.5
2299,1,3,parents,26,married,freelance,35,98,3500,0,150,20.16
2300,1,11,owner,34,married,fixed,90,198,4500,0,1650,3.14182
2301,1,2,owner,53,married,others,60,40,5000,0,850,-1.41176
2302,0,22,owner,45,married,fixed,60,100,3000,0,400,1.2
2303,0,7,owner,37,married,fixed,75,145,6000,0,1250,2.688
2304,1,2,owner,29,married,fixed,60,80,4000,0,1000,1.2
2305,0,20,owner,45,married,freelance,90,84,30000,0,1100,-0.261818
2306,0,7,owner,33,married,fixed,45,208,4000,0,500,11.736
2307,1,14,rent,43,married,fixed,96,212,0,0,600,6.96
2308,0,7,owner,40,married,fixed,75,169,4000,400,400,4.05
2309,0,8,priv,22,married,fixed,45,120,2500,1200,880,3.43636
2310,0,21,rent,42,separated,fixed,53,180,0,0,850,5.37882
2311,1,1,rent,41,married,partime,89,136,0,0,1070,2.10841
2312,0,1,owner,28,married,partime,45,130,18000,2500,400,1.8
2313,0,14,owner,35,married,fixed,75,205,5000,0,1350,5.77778
2314,0,2,other,26,married,fixed,35,148,4000,0,700,5.81143
2315,0,3,parents,25,single,fixed,35,174,0,0,1000,8.34
2316,0,14,owner,54,married,fixed,60,90,5000,0,800,2.25
2317,0,3,priv,26,married,freelance,60,68,5000,90,900,0.284
2318,1,0,other,22,single,fixed,35,134,0,0,800,4.455
2319,0,10,rent,26,single,fixed,52,169,2000,0,1000,5.616
2320,1,2,parents,34,single,partime,35,103,0,0,1250,3.264
2321,0,3,rent,32,married,fixed,57,121,0,0,1200,2.56
2322,1,10,rent,40,married,fixed,115,100,0,0,375,-1.44
2323,0,1,owner,35,married,fixed,75,54,6000,0,1000,-0.882
2324,0,22,rent,47,married,fixed,56,114,0,0,1000,3.48
2325,0,11,owner,26,married,fixed,45,81,4000,1800,1000,1.08
2326,1,1,owner,51,married,freelance,180,196,65000,0,1500,0.256
2327,0,0,parents,31,single,partime,35,65,2500,0,1000,1.44
2328,0,17,owner,43,married,fixed,60,250,9000,0,1000,6.84
2329,0,12,owner,45,married,fixed,90,90,30000,0,750,0
2330,0,10,rent,33,married,fixed,100,103,0,0,950,0.151579
2331,0,10,rent,31,married,fixed,61,164,5000,0,1000,3.708
2332,0,0,parents,29,single,others,35,52,0,0,600,0.68
2333,1,1,other,28,married,fixed,60,129,0,0,1300,2.54769
2334,0,4,rent,25,single,fixed,50,150,0,0,1500,4
2335,0,1,parents,22,single,fixed,35,80,4000,0,600,2.25
2336,0,11,owner,33,widow,fixed,45,90,8000,0,850,3.17647
2337,0,5,other,31,married,fixed,75,95,2000,0,1100,1.09091
2338,1,7,parents,24,single,fixed,35,92,0,0,1618,2.11372
2339,0,0,owner,39,married,fixed,75,47,3500,0,350,-1.44
2340,0,17,owner,42,married,fixed,45,115,4000,0,700,3.6
2341,0,1,owner,49,married,partime,60,115,4000,0,1870,1.76471
2342,0,20,owner,49,married,fixed,60,130,4000,0,1100,3.81818
2343,0,22,priv,36,married,fixed,75,190,3500,0,1300,5.30769
2344,0,6,owner,34,married,freelance,90,76,4500,0,1100,-0.610909
2345,1,4,parents,22,single,fixed,35,58,1000,0,400,2.07
2346,0,0,owner,65,married,others,45,75,5000,0,400,2.7
2347,0,7,owner,39,married,fixed,75,260,10000,0,400,11.1
2348,0,24,owner,47,married,fixed,75,136,4000,0,435,3.36552
2349,0,18,parents,32,married,fixed,75,152,5000,0,1400,3.3
2350,0,0,parents,25,married,others,45,209,2000,0,900,10.9333
2351,0,20,owner,41,married,fixed,75,186,8000,50,900,7.36667
2352,1,3,parents,41,single,fixed,35,90,0,0,949,3.47734
2353,1,0,owner,23,married,fixed,45,120,4000,1000,1200,3.25
2354,0,2,owner,29,married,fixed,60,110,2000,0,1020,2.94118
2355,1,0,owner,39,married,freelance,45,80,6000,0,1100,1.90909
2356,0,7,owner,42,married,fixed,60,132,8000,720,1000,3.1104
2357,0,3,owner,27,married,fixed,45,245,14000,0,500,9.6
2358,0,10,owner,34,married,freelance,75,200,19000,0,750,8
2359,0,3,parents,29,single,fixed,35,66,0,0,300,2.48
2360,1,9,owner,43,married,freelance,75,267,12000,0,1700,4.06588
2361,0,30,owner,60,married,freelance,60,6,16000,0,1200,-2.16
2362,0,3,owner,24,married,partime,45,185,3500,0,600,4.2
2363,0,30,other,46,married,fixed,60,144,61,0,1350,3.73333
2364,1,15,owner,50,married,fixed,60,46,5000,0,1800,-0.373333
2365,0,10,rent,28,married,fixed,56,108,0,0,1100,2.26909
2366,0,1,rent,24,married,partime,50,50,0,0,350,0
2367,0,4,parents,23,single,fixed,35,80,10000,0,1000,2.7
2368,0,7,owner,51,married,freelance,75,120,5000,0,250,2.16
2369,0,6,parents,29,married,fixed,105,168,14000,0,650,3.48923
2370,0,14,owner,41,married,fixed,75,183,4000,1100,1500,3.88
2371,0,1,parents,24,single,fixed,35,90,0,0,800,4.125
2372,0,25,owner,51,married,fixed,75,156,3000,0,700,5.55429
2373,0,8,owner,31,separated,fixed,35,102,3000,0,1000,2.412
2374,1,5,owner,26,single,freelance,35,142,5500,3800,950,4.35789
2375,0,8,owner,31,married,fixed,75,280,14000,7000,850,8.57647
2376,0,20,owner,54,married,fixed,60,195,15000,0,900,9
2377,1,2,rent,23,single,fixed,43,79,0,0,900,1.44
2378,0,18,priv,45,married,fixed,45,220,20000,0,800,7.875
2379,0,10,owner,39,married,fixed,90,122,3000,0,500,2.304
2380,1,2,parents,39,married,fixed,60,87,0,0,2000,0.486
2381,0,20,parents,37,single,fixed,35,114,0,0,1200,3.16
2382,1,20,rent,45,single,freelance,35,94,0,0,900,3.14667
2383,0,7,priv,24,single,fixed,35,187,4000,2400,1400,5.48571
2384,1,3,owner,39,married,freelance,75,491,90000,0,4000,6.24
2385,0,22,owner,45,married,fixed,75,250,10000,0,500,12.6
2386,0,10,rent,38,married,fixed,110,204,0,0,1500,3.76
2387,0,20,rent,40,married,fixed,77,165,0,0,500,4.224
2388,0,20,owner,36,married,fixed,75,130,3500,0,1500,1.32
2389,0,2,parents,26,single,fixed,35,79,0,0,590,1.78983
2390,0,22,rent,51,single,freelance,35,70,0,0,350,3.6
2391,0,7,owner,34,separated,fixed,35,96,8000,0,850,4.30588
2392,0,5,owner,39,married,freelance,75,85,4000,0,1200,0.5
2393,1,2,rent,37,separated,freelance,35,232,0,0,2000,4.728
2394,1,13,rent,50,single,fixed,42,66,0,0,800,1.8
2395,0,17,other,46,married,fixed,75,155,0,0,2000,2.4
2396,0,8,owner,46,married,freelance,75,184,15000,0,1000,2.616
2397,0,0,owner,22,married,others,75,100,50000,8000,900,-0.733333
2398,1,0,parents,35,married,freelance,75,228,0,0,1450,3.79862
2399,0,6,rent,31,separated,fixed,49,140,0,0,550,5.95636
2400,0,4,owner,32,married,partime,45,158,5500,0,500,5.424
2401,0,20,priv,40,married,fixed,75,144,7000,0,500,6.624
2402,0,38,rent,66,married,fixed,79,340,0,0,700,4.47429
2403,0,26,rent,50,married,fixed,85,250,0,0,1000,9.9
2404,0,3,owner,30,married,fixed,60,296,4500,2000,200,12.96
2405,1,5,parents,24,single,partime,35,139,2000,0,1000,4.992
2406,0,12,owner,28,married,fixed,75,110,3500,1394,900,1.404
2407,1,1,parents,23,single,partime,35,70,0,0,500,1.68
2408,0,4,owner,41,married,fixed,45,87,6500,0,1100,2.29091
2409,1,13,priv,38,married,fixed,90,108,1500,30,1400,0.758571
2410,0,1,parents,21,married,fixed,45,90,2000,0,1200,1.35
2411,0,5,parents,21,single,fixed,45,56,0,0,1400,0.471429
2412,0,10,rent,46,married,fixed,114,235,0,0,500,8.712
2413,1,1,parents,36,married,partime,60,60,0,0,1400,0
2414,0,3,rent,20,single,partime,58,225,0,0,1500,4.008
2415,1,5,rent,40,married,freelance,54,89,0,0,1200,1.75
2416,1,2,priv,32,married,fixed,75,80,2500,0,1300,0.138462
2417,1,19,rent,37,separated,fixed,41,63,0,0,2700,0.488889
2418,0,1,owner,52,married,fixed,60,250,3000,0,1550,7.35484
2419,0,5,priv,32,separated,freelance,35,143,8000,0,600,4.32
2420,0,7,rent,30,married,fixed,42,73,0,0,950,1.95789
2421,0,25,rent,48,married,fixed,103,126,3500,0,1450,0.951724
2422,0,11,owner,32,married,fixed,60,101,12000,2400,965,0.634197
2423,1,27,owner,58,married,freelance,60,60,15000,0,1450,0
2424,0,19,owner,56,married,fixed,45,169,7000,0,1400,5.31429
2425,1,2,rent,48,married,others,109,193,0,0,1140,3.53684
2426,0,5,rent,41,separated,fixed,44,90,0,0,550,2.00727
2427,0,10,parents,40,married,partime,60,116,2000,0,480,2.8
2428,1,1,parents,21,single,partime,35,60,0,0,1350,0.888889
2429,0,6,parents,24,single,fixed,35,107,6500,1172,1000,2.89344
2430,0,22,owner,57,married,fixed,45,150,6000,0,500,3.78
2431,1,0,rent,54,married,freelance,135,254,0,0,2000,2.856
2432,1,6,parents,31,single,freelance,35,319,0,0,1200,8.52
2433,0,3,other,40,married,fixed,60,90,55,0,400,2.7
2434,0,2,owner,32,married,freelance,45,122,5000,500,350,2.46857
2435,0,1,parents,30,married,freelance,60,93,0,0,1600,1.2375
2436,0,18,owner,42,married,fixed,75,121,2000,150,900,1.78
2437,0,2,parents,23,single,partime,35,93,2500,0,230,6.05217
2438,0,17,rent,36,married,fixed,61,162,0,0,1000,4.848
2439,1,0,rent,42,married,partime,75,154,0,0,1300,2.91692
2440,0,2,parents,24,married,freelance,45,43,0,0,1000,-0.072
2441,0,9,owner,53,married,freelance,60,51,8000,3000,1450,-1.61379
2442,0,11,rent,29,married,fixed,74,135,0,0,1000,3.66
2443,1,3,owner,53,married,others,75,60,148,1,1500,-0.48032
2444,0,2,parents,23,single,fixed,35,106,0,0,820,5.19512
2445,0,32,parents,53,married,freelance,60,160,0,0,200,21
2446,1,8,parents,28,single,fixed,35,76,0,0,1300,1.89231
2447,1,1,owner,40,married,fixed,45,137,3000,180,1700,3.18353
2448,0,24,other,40,married,fixed,45,115,0,0,1250,3.36
2449,1,1,parents,23,single,freelance,35,60,0,0,800,0.9375
2450,0,15,rent,55,widow,fixed,62,173,0,0,1100,4.84364
2451,0,24,owner,48,married,fixed,75,90,3000,0,400,1.8
2452,1,5,rent,48,married,freelance,97,365,0,0,1300,7.42154
2453,1,1,other,44,married,fixed,60,154,2500,0,2000,1.692
2454,1,0,parents,29,separated,freelance,35,56,0,0,650,1.16308
2455,1,4,rent,46,married,freelance,70,100,0,0,2400,0.75
2456,0,0,parents,23,single,fixed,35,70,0,0,900,1.4
2457,0,2,other,29,single,fixed,35,75,0,0,650,2.95385
2458,0,25,owner,63,married,freelance,60,60,47500,3360,1000,-2.016
2459,0,17,rent,40,married,fixed,58,128,0,0,700,2.4
2460,0,14,parents,37,married,fixed,60,120,0,0,1000,2.88
2461,1,0,other,23,single,fixed,35,54,0,0,700,1.62857
2462,0,15,owner,49,married,fixed,75,113,8000,0,1050,1.30286
2463,1,16,rent,40,married,freelance,82,71,0,0,2000,-0.33
2464,0,16,owner,40,married,fixed,90,120,6000,0,900,1.2
2465,0,1,parents,23,single,fixed,35,55,5000,0,775,0.929032
2466,0,15,owner,42,single,fixed,35,90,5000,3000,1000,0.9
2467,0,5,owner,35,married,freelance,45,69,1,0,700,2.05714
2468,0,5,rent,28,married,fixed,60,154,3000,0,825,5.46909
2469,1,0,owner,39,married,freelance,60,16,3000,0,850,-2.48471
2470,0,1,owner,36,married,freelance,75,416,8000,0,3875,3.168
2471,0,13,parents,28,married,fixed,90,105,0,0,1200,0.6
2472,0,10,rent,38,married,fixed,66,210,0,0,500,10.368
2473,0,2,owner,33,married,fixed,35,146,8000,2000,1000,5.46
2474,0,2,parents,30,separated,freelance,35,150,0,0,1500,4.6
2475,1,0,owner,36,married,others,45,105,5000,3000,1000,1.08
2476,0,13,owner,28,married,fixed,45,148,3500,144,1350,4.51378
2477,0,0,priv,56,married,others,35,84,4500,50,700,3.32571
2478,0,8,rent,39,married,freelance,66,60,0,0,700,-0.411429
2479,0,4,owner,54,married,freelance,35,80,25000,0,1400,1.15714
2480,0,15,parents,35,single,fixed,45,226,6000,2200,1350,7.06667
2481,0,1,owner,29,married,fixed,45,130,4000,0,1000,4.08
2482,1,20,rent,47,married,fixed,85,100,8000,0,1250,0.72
2483,0,2,owner,35,married,others,60,175,2500,0,1250,5.52
2484,1,0,other,32,single,partime,35,38,0,0,600,0.3
2485,0,0,rent,35,single,fixed,51,163,0,0,1000,6.72
2486,0,15,other,30,married,fixed,45,131,0,0,250,12.384
2487,0,24,owner,39,married,fixed,75,125,6000,200,1000,2.304
2488,0,15,owner,57,married,freelance,35,212,65000,0,1300,6.53538
2489,1,1,rent,32,single,freelance,35,89,0,0,290,4.46897
2490,0,17,rent,45,married,fixed,55,104,0,0,550,2.67273
2491,1,1,rent,24,single,partime,42,65,0,0,750,0.736
2492,1,2,parents,23,single,partime,35,75,0,0,1100,2.18182
2493,0,0,parents,24,single,fixed,35,126,1500,0,900,6.06667
2494,0,0,parents,20,married,fixed,35,91,0,0,600,1.68
2495,0,14,rent,49,married,fixed,70,103,0,0,500,2.376
2496,0,2,parents,24,single,fixed,35,100,0,0,1600,2.4375
2497,0,7,rent,40,married,freelance,76,164,3000,0,800,6.6
2498,0,6,owner,31,married,fixed,45,131,4000,1600,600,7
2499,0,2,other,25,married,freelance,60,54,0,0,850,-0.127059
2500,0,0,other,39,married,fixed,60,85,0,0,1450,0.827586
2501,1,2,priv,22,married,partime,35,60,2800,0,1300,1.15385
2502,1,0,owner,30,separated,freelance,60,48,7000,0,300,-1.44
2503,0,0,parents,21,single,partime,45,312,10000,0,1033,15.5082
2504,0,0,parents,22,single,partime,35,80,0,0,650,1.66154
2505,1,0,rent,28,married,fixed,68,83,0,0,200,1.35
2506,0,8,owner,32,married,fixed,60,77,4000,0,350,1.16571
2507,0,2,parents,23,single,freelance,35,63,20000,0,600,1.12
2508,0,0,parents,36,married,others,90,31,0,0,625,-2.2656
2509,1,2,rent,20,single,fixed,46,108,0,0,1200,3.1
2510,0,4,owner,25,married,fixed,45,68,4500,1379,725,0.762207
2511,0,5,parents,24,married,fixed,35,120,0,0,700,3.64286
2512,0,8,owner,35,married,fixed,45,213,6000,0,1700,3.55765
2513,0,10,parents,58,married,others,35,450,2500,0,1200,16.6
2514,0,5,owner,32,married,fixed,45,145,13000,0,1500,4
2515,1,15,owner,56,married,freelance,35,90,16000,0,800,2.475
2516,0,2,rent,53,widow,fixed,46,114,0,0,1050,3.88571
2517,0,2,parents,26,single,fixed,35,104,10000,0,1400,2.95714
2518,0,20,owner,40,married,fixed,45,240,8000,0,900,13
2519,0,1,owner,48,married,others,45,45,32000,0,1500,0
2520,0,10,parents,28,single,fixed,35,70,3500,0,1300,1.61538
2521,0,0,owner,34,married,fixed,60,85,4000,0,1100,1.36364
2522,0,11,owner,28,married,fixed,35,82,1500,0,1090,2.58716
2523,1,2,rent,30,married,partime,53,80,0,0,500,1.296
2524,1,20,owner,47,married,freelance,45,66,1,0,1200,0.84
2525,1,0,priv,43,married,partime,90,82,4000,0,600,-0.8
2526,0,3,owner,41,married,fixed,75,99,16000,500,1000,1.14
2527,0,28,owner,54,married,freelance,75,46,15000,0,900,-1.54667
2528,0,23,other,38,separated,fixed,60,178,0,0,740,8.61081
2529,0,4,rent,30,married,fixed,60,147,5500,2000,1700,2.36471
2530,0,11,owner,41,married,freelance,45,280,4000,1300,1000,10.656
2531,0,12,owner,45,married,freelance,35,75,4000,0,1000,2.4
2532,0,6,owner,29,married,fixed,45,190,5000,0,200,4.35
2533,1,0,owner,33,single,partime,45,240,4500,0,675,1.73333
2534,0,1,parents,25,single,freelance,35,280,6000,0,1100,10.6909
2535,1,8,other,41,married,freelance,45,62,0,0,1800,0.566667
2536,0,12,owner,35,married,fixed,60,90,4500,0,900,1.6
2537,0,17,parents,33,separated,fixed,35,96,0,0,475,4.62316
2538,0,17,rent,44,married,fixed,51,159,0,0,1100,5.89091
2539,0,1,owner,42,married,fixed,75,155,8000,0,600,6.4
2540,0,19,rent,42,single,fixed,43,78,0,0,730,2.87671
2541,1,0,rent,42,married,fixed,103,283,0,0,1897,2.27728
2542,0,10,owner,41,married,fixed,45,130,4500,0,1700,2.7
2543,0,16,other,49,married,fixed,45,80,0,0,700,2.1
2544,0,0,rent,42,single,partime,48,129,0,0,525,5.55429
2545,0,5,owner,49,married,fixed,35,122,5000,0,1500,3.48
2546,0,10,owner,32,married,freelance,60,65,3000,0,600,0.25
2547,0,7,parents,24,single,fixed,35,127,0,0,300,11.04
2548,0,3,other,28,married,fixed,35,125,1500,0,1500,2.88
2549,0,0,owner,42,married,freelance,60,260,3000,250,1100,6.46364
2550,0,10,rent,42,married,fixed,76,158,5000,0,1000,4.92
2551,0,32,owner,49,married,fixed,75,163,4000,0,400,7.92
2552,1,14,owner,29,married,fixed,75,131,4000,0,980,2.74286
2553,0,20,rent,38,married,fixed,74,140,0,0,1500,2.64
2554,0,26,owner,41,married,fixed,45,132,0,0,1100,4.74545
2555,0,10,priv,46,married,fixed,75,66,5500,1700,1250,-1.248
2556,0,6,owner,33,married,partime,60,140,6000,0,1150,4.17391
2557,0,2,owner,23,single,fixed,35,150,3000,0,2000,3.45
2558,0,24,owner,39,married,fixed,75,110,3000,0,1150,1.46087
2559,1,2,priv,27,married,others,75,59,2500,2200,1200,-1.52
2560,0,3,priv,37,married,freelance,45,87,4500,0,900,1.68
2561,0,1,parents,23,single,fixed,35,139,0,0,650,7.68
2562,0,2,parents,22,single,partime,35,100,25000,0,1400,1.67143
2563,0,16,rent,35,single,fixed,49,135,0,0,1300,3.96923
2564,0,5,owner,46,married,fixed,90,137,2000,0,1100,2.05091
2565,0,1,rent,40,married,fixed,57,120,0,0,1500,2.52
2566,0,0,rent,52,married,freelance,35,91,5000,0,800,3.36
2567,0,7,owner,41,married,fixed,75,87,4500,0,2000,0.216
2568,0,23,rent,57,single,fixed,49,142,0,0,1300,3.43385
2569,0,2,parents,35,single,others,35,65,0,0,1100,1.63636
2570,0,10,owner,46,married,freelance,45,464,10000,0,1100,2.28545
2571,1,5,rent,42,married,freelance,113,83,0,0,1530,-1.17647
2572,1,0,other,38,married,fixed,45,183,0,0,1500,5.52
2573,0,0,owner,25,single,fixed,35,126,2800,0,1170,3.73333
2574,1,0,parents,20,single,partime,35,66,0,0,550,1.35273
2575,0,2,rent,24,single,fixed,44,90,0,0,1200,1.84
2576,0,10,other,57,married,fixed,60,84,9000,0,1400,1.02857
2577,0,4,other,37,married,freelance,60,61,0,0,1420,0.042254
2578,0,4,parents,27,married,freelance,35,103,0,0,1050,3.88571
2579,1,2,owner,31,married,fixed,45,55,4000,800,700,0.171429
2580,0,43,other,60,married,fixed,60,185,0,0,319,9.40439
2581,0,8,parents,34,single,fixed,35,85,0,0,1000,2.4
2582,0,9,owner,26,married,fixed,35,101,5000,0,500,6.336
2583,0,8,priv,25,single,fixed,45,180,1500,0,1100,5.89091
2584,0,30,other,50,married,fixed,45,220,0,0,600,14
2585,1,2,owner,41,married,fixed,60,142,4000,0,2000,1.968
2586,0,5,parents,32,married,fixed,35,91,0,0,450,2.98667
2587,1,2,rent,62,married,others,41,57,8000,0,1200,0.8
2588,0,1,owner,27,single,fixed,45,62,5000,0,1500,0.544
2589,1,10,owner,54,married,freelance,35,27,5000,0,1050,-0.365714
2590,1,4,other,54,married,freelance,60,37,0,0,250,-3.312
2591,0,22,other,36,married,fixed,45,176,0,0,700,4.49143
2592,0,7,owner,55,married,fixed,45,124,5000,0,800,5.925
2593,1,1,parents,19,single,fixed,45,128,9500,2800,1300,2.53846
2594,1,7,owner,31,married,fixed,60,92,3500,991,1050,1.26229
2595,0,7,other,55,married,fixed,75,100,6000,0,1200,1
2596,0,21,owner,37,married,fixed,75,300,7000,3500,1100,6.21818
2597,0,8,owner,51,married,fixed,45,167,8000,0,250,11.712
2598,0,25,owner,51,married,fixed,60,222,7000,0,1300,7.47692
2599,1,1,parents,22,single,freelance,35,169,10000,0,650,9.89538
2600,0,0,rent,57,married,others,43,80,0,0,1200,1.85
2601,1,5,rent,48,married,freelance,65,50,0,0,1200,-0.6
2602,0,13,parents,28,married,fixed,35,138,0,0,1080,5.72222
2603,0,2,rent,54,married,fixed,54,187,0,0,1200,3.99
2604,1,1,owner,53,married,freelance,35,140,8000,0,1600,3.9375
2605,0,7,parents,25,single,fixed,35,58,28000,0,1100,1.25455
2606,0,18,other,42,single,fixed,35,83,0,0,700,2.46857
2607,1,1,rent,40,separated,others,79,38,0,0,400,-3.69
2608,0,6,owner,35,married,freelance,60,51,3500,350,1300,-0.461538
